decade,pieces
1980s,667.0
1980s,672.0
1980s,676.0
1980s,679.0
1980s,688.0
1980s,721.0
1980s,731.0
1980s,735.0
1980s,744.0
1980s,774.0
1980s,784.0
1980s,785.0
1980s,895.0
1980s,900.0
1980s,915.0
1980s,1534.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,4.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,5.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,6.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,7.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,8.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,9.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,10.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,11.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,12.0
1990s,13.0
1990s,13.0
1990s,13.0
1990s,13.0
1990s,13.0
1990s,13.0
1990s,13.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,14.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,15.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,16.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,17.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,18.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,19.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,20.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,21.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,22.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,23.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,24.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,25.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,26.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,27.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,28.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,29.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,30.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,31.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,32.0
1990s,33.0
1990s,33.0
1990s,33.0
1990s,33.0
1990s,33.0
1990s,33.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,34.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,35.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,36.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,37.0
1990s,38.0
1990s,38.0
1990s,38.0
1990s,38.0
1990s,38.0
1990s,38.0
1990s,38.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,39.0
1990s,40.0
1990s,40.0
1990s,40.0
1990s,40.0
1990s,40.0
1990s,41.0
1990s,41.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,42.0
1990s,43.0
1990s,43.0
1990s,43.0
1990s,43.0
1990s,43.0
1990s,43.0
1990s,43.0
1990s,44.0
1990s,44.0
1990s,44.0
1990s,44.0
1990s,44.0
1990s,44.0
1990s,44.0
1990s,45.0
1990s,45.0
1990s,45.0
1990s,45.0
1990s,45.0
1990s,46.0
1990s,46.0
1990s,46.0
1990s,46.0
1990s,47.0
1990s,47.0
1990s,47.0
1990s,47.0
1990s,47.0
1990s,47.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,48.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,49.0
1990s,50.0
1990s,50.0
1990s,50.0
1990s,50.0
1990s,50.0
1990s,50.0
1990s,51.0
1990s,51.0
1990s,52.0
1990s,52.0
1990s,52.0
1990s,52.0
1990s,53.0
1990s,53.0
1990s,53.0
1990s,53.0
1990s,53.0
1990s,53.0
1990s,54.0
1990s,54.0
1990s,54.0
1990s,54.0
1990s,54.0
1990s,55.0
1990s,56.0
1990s,56.0
1990s,57.0
1990s,57.0
1990s,57.0
1990s,57.0
1990s,57.0
1990s,58.0
1990s,58.0
1990s,58.0
1990s,58.0
1990s,59.0
1990s,59.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,60.0
1990s,61.0
1990s,61.0
1990s,61.0
1990s,61.0
1990s,61.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,62.0
1990s,63.0
1990s,63.0
1990s,63.0
1990s,63.0
1990s,63.0
1990s,64.0
1990s,64.0
1990s,64.0
1990s,64.0
1990s,64.0
1990s,64.0
1990s,65.0
1990s,65.0
1990s,65.0
1990s,65.0
1990s,65.0
1990s,65.0
1990s,66.0
1990s,66.0
1990s,67.0
1990s,67.0
1990s,67.0
1990s,67.0
1990s,68.0
1990s,68.0
1990s,68.0
1990s,68.0
1990s,68.0
1990s,69.0
1990s,69.0
1990s,69.0
1990s,69.0
1990s,69.0
1990s,70.0
1990s,70.0
1990s,70.0
1990s,70.0
1990s,70.0
1990s,70.0
1990s,70.0
1990s,71.0
1990s,71.0
1990s,71.0
1990s,72.0
1990s,72.0
1990s,72.0
1990s,72.0
1990s,72.0
1990s,72.0
1990s,72.0
1990s,73.0
1990s,73.0
1990s,73.0
1990s,74.0
1990s,74.0
1990s,74.0
1990s,74.0
1990s,75.0
1990s,75.0
1990s,75.0
1990s,76.0
1990s,76.0
1990s,76.0
1990s,76.0
1990s,76.0
1990s,77.0
1990s,77.0
1990s,77.0
1990s,78.0
1990s,78.0
1990s,78.0
1990s,78.0
1990s,78.0
1990s,78.0
1990s,78.0
1990s,79.0
1990s,79.0
1990s,79.0
1990s,79.0
1990s,80.0
1990s,80.0
1990s,80.0
1990s,80.0
1990s,80.0
1990s,81.0
1990s,81.0
1990s,81.0
1990s,81.0
1990s,81.0
1990s,82.0
1990s,82.0
1990s,82.0
1990s,82.0
1990s,82.0
1990s,83.0
1990s,83.0
1990s,83.0
1990s,83.0
1990s,84.0
1990s,84.0
1990s,85.0
1990s,85.0
1990s,86.0
1990s,87.0
1990s,88.0
1990s,88.0
1990s,88.0
1990s,88.0
1990s,88.0
1990s,88.0
1990s,88.0
1990s,89.0
1990s,90.0
1990s,90.0
1990s,90.0
1990s,90.0
1990s,90.0
1990s,90.0
1990s,91.0
1990s,92.0
1990s,92.0
1990s,92.0
1990s,92.0
1990s,93.0
1990s,93.0
1990s,93.0
1990s,93.0
1990s,94.0
1990s,94.0
1990s,94.0
1990s,95.0
1990s,95.0
1990s,95.0
1990s,95.0
1990s,96.0
1990s,96.0
1990s,96.0
1990s,96.0
1990s,96.0
1990s,96.0
1990s,97.0
1990s,97.0
1990s,97.0
1990s,97.0
1990s,98.0
1990s,98.0
1990s,99.0
1990s,99.0
1990s,99.0
1990s,100.0
1990s,100.0
1990s,100.0
1990s,100.0
1990s,101.0
1990s,101.0
1990s,101.0
1990s,102.0
1990s,103.0
1990s,103.0
1990s,104.0
1990s,104.0
1990s,105.0
1990s,105.0
1990s,105.0
1990s,105.0
1990s,106.0
1990s,106.0
1990s,106.0
1990s,106.0
1990s,106.0
1990s,106.0
1990s,107.0
1990s,108.0
1990s,108.0
1990s,108.0
1990s,108.0
1990s,108.0
1990s,108.0
1990s,108.0
1990s,109.0
1990s,109.0
1990s,109.0
1990s,109.0
1990s,111.0
1990s,112.0
1990s,112.0
1990s,112.0
1990s,112.0
1990s,113.0
1990s,113.0
1990s,114.0
1990s,115.0
1990s,115.0
1990s,116.0
1990s,118.0
1990s,118.0
1990s,119.0
1990s,119.0
1990s,120.0
1990s,120.0
1990s,121.0
1990s,121.0
1990s,121.0
1990s,122.0
1990s,122.0
1990s,122.0
1990s,122.0
1990s,123.0
1990s,123.0
1990s,123.0
1990s,123.0
1990s,124.0
1990s,124.0
1990s,126.0
1990s,126.0
1990s,126.0
1990s,126.0
1990s,127.0
1990s,127.0
1990s,127.0
1990s,128.0
1990s,128.0
1990s,128.0
1990s,128.0
1990s,128.0
1990s,129.0
1990s,131.0
1990s,132.0
1990s,133.0
1990s,134.0
1990s,135.0
1990s,135.0
1990s,135.0
1990s,135.0
1990s,135.0
1990s,135.0
1990s,135.0
1990s,136.0
1990s,136.0
1990s,136.0
1990s,136.0
1990s,137.0
1990s,138.0
1990s,139.0
1990s,139.0
1990s,139.0
1990s,139.0
1990s,140.0
1990s,140.0
1990s,141.0
1990s,141.0
1990s,141.0
1990s,142.0
1990s,142.0
1990s,143.0
1990s,143.0
1990s,143.0
1990s,143.0
1990s,144.0
1990s,144.0
1990s,145.0
1990s,145.0
1990s,145.0
1990s,146.0
1990s,146.0
1990s,148.0
1990s,148.0
1990s,149.0
1990s,149.0
1990s,150.0
1990s,150.0
1990s,150.0
1990s,150.0
1990s,150.0
1990s,152.0
1990s,152.0
1990s,153.0
1990s,155.0
1990s,155.0
1990s,156.0
1990s,156.0
1990s,157.0
1990s,157.0
1990s,158.0
1990s,158.0
1990s,158.0
1990s,158.0
1990s,159.0
1990s,159.0
1990s,159.0
1990s,160.0
1990s,161.0
1990s,164.0
1990s,164.0
1990s,164.0
1990s,164.0
1990s,164.0
1990s,164.0
1990s,165.0
1990s,165.0
1990s,166.0
1990s,166.0
1990s,167.0
1990s,167.0
1990s,168.0
1990s,168.0
1990s,172.0
1990s,172.0
1990s,172.0
1990s,172.0
1990s,172.0
1990s,173.0
1990s,173.0
1990s,173.0
1990s,173.0
1990s,175.0
1990s,175.0
1990s,175.0
1990s,177.0
1990s,177.0
1990s,179.0
1990s,179.0
1990s,180.0
1990s,180.0
1990s,181.0
1990s,181.0
1990s,181.0
1990s,182.0
1990s,182.0
1990s,183.0
1990s,183.0
1990s,184.0
1990s,184.0
1990s,185.0
1990s,185.0
1990s,185.0
1990s,185.0
1990s,185.0
1990s,185.0
1990s,187.0
1990s,188.0
1990s,189.0
1990s,190.0
1990s,191.0
1990s,191.0
1990s,192.0
1990s,192.0
1990s,192.0
1990s,192.0
1990s,192.0
1990s,193.0
1990s,193.0
1990s,194.0
1990s,194.0
1990s,195.0
1990s,195.0
1990s,195.0
1990s,195.0
1990s,195.0
1990s,195.0
1990s,196.0
1990s,196.0
1990s,196.0
1990s,196.0
1990s,196.0
1990s,197.0
1990s,198.0
1990s,199.0
1990s,201.0
1990s,201.0
1990s,203.0
1990s,204.0
1990s,206.0
1990s,206.0
1990s,209.0
1990s,210.0
1990s,210.0
1990s,211.0
1990s,212.0
1990s,212.0
1990s,213.0
1990s,213.0
1990s,215.0
1990s,215.0
1990s,216.0
1990s,216.0
1990s,217.0
1990s,217.0
1990s,217.0
1990s,218.0
1990s,219.0
1990s,219.0
1990s,219.0
1990s,220.0
1990s,220.0
1990s,222.0
1990s,222.0
1990s,222.0
1990s,222.0
1990s,222.0
1990s,225.0
1990s,226.0
1990s,226.0
1990s,227.0
1990s,227.0
1990s,228.0
1990s,229.0
1990s,229.0
1990s,229.0
1990s,230.0
1990s,232.0
1990s,232.0
1990s,233.0
1990s,234.0
1990s,237.0
1990s,237.0
1990s,239.0
1990s,240.0
1990s,241.0
1990s,241.0
1990s,243.0
1990s,244.0
1990s,244.0
1990s,244.0
1990s,244.0
1990s,245.0
1990s,245.0
1990s,246.0
1990s,248.0
1990s,248.0
1990s,248.0
1990s,249.0
1990s,249.0
1990s,251.0
1990s,252.0
1990s,253.0
1990s,253.0
1990s,254.0
1990s,254.0
1990s,254.0
1990s,256.0
1990s,256.0
1990s,256.0
1990s,257.0
1990s,258.0
1990s,258.0
1990s,258.0
1990s,259.0
1990s,259.0
1990s,261.0
1990s,262.0
1990s,264.0
1990s,264.0
1990s,265.0
1990s,267.0
1990s,268.0
1990s,271.0
1990s,271.0
1990s,273.0
1990s,274.0
1990s,275.0
1990s,275.0
1990s,277.0
1990s,277.0
1990s,279.0
1990s,280.0
1990s,281.0
1990s,281.0
1990s,281.0
1990s,283.0
1990s,287.0
1990s,287.0
1990s,287.0
1990s,288.0
1990s,288.0
1990s,288.0
1990s,290.0
1990s,291.0
1990s,291.0
1990s,292.0
1990s,292.0
1990s,292.0
1990s,292.0
1990s,293.0
1990s,294.0
1990s,296.0
1990s,297.0
1990s,297.0
1990s,300.0
1990s,305.0
1990s,305.0
1990s,308.0
1990s,309.0
1990s,311.0
1990s,313.0
1990s,314.0
1990s,314.0
1990s,318.0
1990s,318.0
1990s,318.0
1990s,320.0
1990s,321.0
1990s,327.0
1990s,327.0
1990s,328.0
1990s,329.0
1990s,329.0
1990s,334.0
1990s,335.0
1990s,337.0
1990s,337.0
1990s,339.0
1990s,345.0
1990s,346.0
1990s,350.0
1990s,350.0
1990s,350.0
1990s,350.0
1990s,351.0
1990s,351.0
1990s,351.0
1990s,352.0
1990s,353.0
1990s,353.0
1990s,354.0
1990s,357.0
1990s,359.0
1990s,360.0
1990s,360.0
1990s,362.0
1990s,363.0
1990s,363.0
1990s,363.0
1990s,364.0
1990s,364.0
1990s,366.0
1990s,367.0
1990s,367.0
1990s,367.0
1990s,370.0
1990s,370.0
1990s,371.0
1990s,375.0
1990s,377.0
1990s,379.0
1990s,382.0
1990s,386.0
1990s,388.0
1990s,390.0
1990s,393.0
1990s,394.0
1990s,400.0
1990s,400.0
1990s,400.0
1990s,400.0
1990s,400.0
1990s,400.0
1990s,400.0
1990s,402.0
1990s,404.0
1990s,404.0
1990s,404.0
1990s,404.0
1990s,404.0
1990s,404.0
1990s,406.0
1990s,406.0
1990s,406.0
1990s,408.0
1990s,409.0
1990s,410.0
1990s,410.0
1990s,410.0
1990s,410.0
1990s,410.0
1990s,413.0
1990s,413.0
1990s,413.0
1990s,414.0
1990s,414.0
1990s,415.0
1990s,417.0
1990s,417.0
1990s,418.0
1990s,419.0
1990s,420.0
1990s,420.0
1990s,423.0
1990s,425.0
1990s,428.0
1990s,430.0
1990s,433.0
1990s,433.0
1990s,434.0
1990s,438.0
1990s,439.0
1990s,439.0
1990s,440.0
1990s,441.0
1990s,444.0
1990s,448.0
1990s,450.0
1990s,451.0
1990s,451.0
1990s,452.0
1990s,453.0
1990s,456.0
1990s,459.0
1990s,463.0
1990s,465.0
1990s,466.0
1990s,466.0
1990s,467.0
1990s,468.0
1990s,468.0
1990s,471.0
1990s,472.0
1990s,473.0
1990s,478.0
1990s,479.0
1990s,482.0
1990s,484.0
1990s,485.0
1990s,493.0
1990s,499.0
1990s,508.0
1990s,509.0
1990s,509.0
1990s,509.0
1990s,510.0
1990s,516.0
1990s,519.0
1990s,524.0
1990s,531.0
1990s,538.0
1990s,542.0
1990s,548.0
1990s,548.0
1990s,550.0
1990s,552.0
1990s,553.0
1990s,559.0
1990s,559.0
1990s,564.0
1990s,564.0
1990s,565.0
1990s,571.0
1990s,572.0
1990s,576.0
1990s,579.0
1990s,584.0
1990s,590.0
1990s,590.0
1990s,590.0
1990s,600.0
1990s,600.0
1990s,600.0
1990s,601.0
1990s,605.0
1990s,607.0
1990s,609.0
1990s,622.0
1990s,633.0
1990s,653.0
1990s,657.0
1990s,658.0
1990s,658.0
1990s,665.0
1990s,673.0
1990s,673.0
1990s,687.0
1990s,690.0
1990s,695.0
1990s,697.0
1990s,698.0
1990s,698.0
1990s,709.0
1990s,711.0
1990s,713.0
1990s,717.0
1990s,720.0
1990s,727.0
1990s,729.0
1990s,731.0
1990s,736.0
1990s,739.0
1990s,760.0
1990s,763.0
1990s,764.0
1990s,770.0
1990s,784.0
1990s,786.0
1990s,786.0
1990s,787.0
1990s,788.0
1990s,812.0
1990s,817.0
1990s,819.0
1990s,842.0
1990s,843.0
1990s,845.0
1990s,850.0
1990s,896.0
1990s,897.0
1990s,900.0
1990s,905.0
1990s,913.0
1990s,915.0
1990s,921.0
1990s,950.0
1990s,950.0
1990s,950.0
1990s,950.0
1990s,953.0
1990s,1009.0
1990s,1063.0
1990s,1066.0
1990s,1078.0
1990s,1172.0
1990s,1200.0
1990s,1200.0
1990s,1201.0
1990s,1269.0
1990s,1345.0
1990s,1355.0
1990s,1417.0
1990s,1436.0
1990s,1534.0
1990s,1712.0
1990s,1730.0
1990s,1746.0
1990s,2195.0
1990s,2472.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,4.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,5.0
2000s,6.0
2000s,6.0
2000s,6.0
2000s,6.0
