decade,pieces
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,100.0
2000s,102.0
2000s,102.0
2000s,102.0
2000s,102.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,103.0
2000s,104.0
2000s,104.0
2000s,104.0
2000s,104.0
2000s,104.0
2000s,105.0
2000s,105.0
2000s,105.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,106.0
2000s,107.0
2000s,107.0
2000s,107.0
2000s,107.0
2000s,107.0
2000s,108.0
2000s,108.0
2000s,108.0
2000s,109.0
2000s,109.0
2000s,109.0
2000s,109.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,110.0
2000s,111.0
2000s,111.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,112.0
2000s,113.0
2000s,114.0
2000s,114.0
2000s,114.0
2000s,114.0
2000s,114.0
2000s,114.0
2000s,114.0
2000s,115.0
2000s,115.0
2000s,116.0
2000s,116.0
2000s,117.0
2000s,117.0
2000s,118.0
2000s,118.0
2000s,118.0
2000s,118.0
2000s,119.0
2000s,119.0
2000s,119.0
2000s,119.0
2000s,120.0
2000s,120.0
2000s,120.0
2000s,121.0
2000s,121.0
2000s,121.0
2000s,121.0
2000s,121.0
2000s,121.0
2000s,123.0
2000s,123.0
2000s,124.0
2000s,124.0
2000s,124.0
2000s,125.0
2000s,125.0
2000s,125.0
2000s,125.0
2000s,126.0
2000s,126.0
2000s,127.0
2000s,128.0
2000s,128.0
2000s,128.0
2000s,129.0
2000s,129.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,130.0
2000s,131.0
2000s,131.0
2000s,131.0
2000s,131.0
2000s,132.0
2000s,132.0
2000s,132.0
2000s,133.0
2000s,133.0
2000s,133.0
2000s,133.0
2000s,134.0
2000s,134.0
2000s,134.0
2000s,134.0
2000s,135.0
2000s,135.0
2000s,136.0
2000s,136.0
2000s,136.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,137.0
2000s,138.0
2000s,139.0
2000s,139.0
2000s,139.0
2000s,139.0
2000s,140.0
2000s,140.0
2000s,140.0
2000s,140.0
2000s,141.0
2000s,141.0
2000s,142.0
2000s,142.0
2000s,143.0
2000s,143.0
2000s,143.0
2000s,143.0
2000s,144.0
2000s,144.0
2000s,144.0
2000s,144.0
2000s,144.0
2000s,145.0
2000s,146.0
2000s,146.0
2000s,146.0
2000s,147.0
2000s,147.0
2000s,147.0
2000s,147.0
2000s,148.0
2000s,148.0
2000s,149.0
2000s,150.0
2000s,150.0
2000s,150.0
2000s,150.0
2000s,151.0
2000s,151.0
2000s,151.0
2000s,151.0
2000s,151.0
2000s,152.0
2000s,152.0
2000s,152.0
2000s,152.0
2000s,153.0
2000s,153.0
2000s,153.0
2000s,153.0
2000s,153.0
2000s,153.0
2000s,153.0
2000s,155.0
2000s,157.0
2000s,157.0
2000s,157.0
2000s,157.0
2000s,158.0
2000s,158.0
2000s,159.0
2000s,159.0
2000s,159.0
2000s,159.0
2000s,159.0
2000s,160.0
2000s,160.0
2000s,161.0
2000s,161.0
2000s,161.0
2000s,161.0
2000s,161.0
2000s,162.0
2000s,162.0
2000s,162.0
2000s,163.0
2000s,163.0
2000s,163.0
2000s,164.0
2000s,164.0
2000s,164.0
2000s,165.0
2000s,165.0
2000s,165.0
2000s,165.0
2000s,165.0
2000s,165.0
2000s,165.0
2000s,166.0
2000s,166.0
2000s,166.0
2000s,166.0
2000s,166.0
2000s,167.0
2000s,167.0
2000s,168.0
2000s,168.0
2000s,168.0
2000s,168.0
2000s,168.0
2000s,168.0
2000s,169.0
2000s,170.0
2000s,170.0
2000s,170.0
2000s,170.0
2000s,171.0
2000s,171.0
2000s,171.0
2000s,171.0
2000s,172.0
2000s,173.0
2000s,173.0
2000s,174.0
2000s,174.0
2000s,174.0
2000s,174.0
2000s,174.0
2000s,175.0
2000s,175.0
2000s,176.0
2000s,176.0
2000s,176.0
2000s,176.0
2000s,176.0
2000s,176.0
2000s,177.0
2000s,178.0
2000s,178.0
2000s,178.0
2000s,178.0
2000s,179.0
2000s,179.0
2000s,180.0
2000s,180.0
2000s,180.0
2000s,180.0
2000s,181.0
2000s,182.0
2000s,183.0
2000s,183.0
2000s,183.0
2000s,184.0
2000s,184.0
2000s,184.0
2000s,184.0
2000s,186.0
2000s,187.0
2000s,187.0
2000s,187.0
2000s,187.0
2000s,187.0
2000s,188.0
2000s,188.0
2000s,188.0
2000s,189.0
2000s,189.0
2000s,190.0
2000s,190.0
2000s,191.0
2000s,191.0
2000s,191.0
2000s,191.0
2000s,192.0
2000s,192.0
2000s,192.0
2000s,193.0
2000s,193.0
2000s,193.0
2000s,193.0
2000s,193.0
2000s,193.0
2000s,194.0
2000s,194.0
2000s,194.0
2000s,194.0
2000s,194.0
2000s,194.0
2000s,195.0
2000s,196.0
2000s,196.0
2000s,196.0
2000s,196.0
2000s,197.0
2000s,197.0
2000s,198.0
2000s,198.0
2000s,199.0
2000s,199.0
2000s,199.0
2000s,199.0
2000s,199.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,200.0
2000s,201.0
2000s,201.0
2000s,201.0
2000s,201.0
2000s,202.0
2000s,202.0
2000s,202.0
2000s,203.0
2000s,203.0
2000s,203.0
2000s,204.0
2000s,204.0
2000s,204.0
2000s,205.0
2000s,205.0
2000s,205.0
2000s,205.0
2000s,206.0
2000s,206.0
2000s,207.0
2000s,207.0
2000s,207.0
2000s,208.0
2000s,208.0
2000s,208.0
2000s,209.0
2000s,210.0
2000s,211.0
2000s,211.0
2000s,211.0
2000s,211.0
2000s,211.0
2000s,211.0
2000s,211.0
2000s,212.0
2000s,212.0
2000s,214.0
2000s,214.0
2000s,214.0
2000s,214.0
2000s,214.0
2000s,214.0
2000s,214.0
2000s,215.0
2000s,215.0
2000s,215.0
2000s,216.0
2000s,216.0
2000s,216.0
2000s,216.0
2000s,216.0
2000s,216.0
2000s,217.0
2000s,217.0
2000s,217.0
2000s,218.0
2000s,218.0
2000s,218.0
2000s,219.0
2000s,219.0
2000s,219.0
2000s,220.0
2000s,221.0
2000s,221.0
2000s,221.0
2000s,221.0
2000s,223.0
2000s,223.0
2000s,223.0
2000s,224.0
2000s,224.0
2000s,224.0
2000s,224.0
2000s,224.0
2000s,224.0
2000s,226.0
2000s,228.0
2000s,229.0
2000s,229.0
2000s,230.0
2000s,231.0
2000s,231.0
2000s,231.0
2000s,231.0
2000s,232.0
2000s,232.0
2000s,233.0
2000s,233.0
2000s,233.0
2000s,234.0
2000s,234.0
2000s,234.0
2000s,234.0
2000s,235.0
2000s,235.0
2000s,236.0
2000s,236.0
2000s,237.0
2000s,237.0
2000s,237.0
2000s,238.0
2000s,238.0
2000s,239.0
2000s,240.0
2000s,240.0
2000s,240.0
2000s,241.0
2000s,241.0
2000s,242.0
2000s,243.0
2000s,243.0
2000s,244.0
2000s,244.0
2000s,244.0
2000s,245.0
2000s,245.0
2000s,245.0
2000s,247.0
2000s,247.0
2000s,248.0
2000s,249.0
2000s,249.0
2000s,249.0
2000s,249.0
2000s,250.0
2000s,250.0
2000s,250.0
2000s,251.0
2000s,251.0
2000s,252.0
2000s,252.0
2000s,254.0
2000s,254.0
2000s,256.0
2000s,256.0
2000s,256.0
2000s,256.0
2000s,256.0
2000s,257.0
2000s,258.0
2000s,258.0
2000s,259.0
2000s,260.0
2000s,262.0
2000s,263.0
2000s,263.0
2000s,263.0
2000s,264.0
2000s,265.0
2000s,266.0
2000s,266.0
2000s,266.0
2000s,267.0
2000s,268.0
2000s,269.0
2000s,270.0
2000s,270.0
2000s,270.0
2000s,271.0
2000s,272.0
2000s,272.0
2000s,273.0
2000s,273.0
2000s,273.0
2000s,273.0
2000s,273.0
2000s,275.0
2000s,276.0
2000s,276.0
2000s,277.0
2000s,278.0
2000s,278.0
2000s,279.0
2000s,279.0
2000s,280.0
2000s,281.0
2000s,282.0
2000s,282.0
2000s,282.0
2000s,283.0
2000s,283.0
2000s,284.0
2000s,286.0
2000s,286.0
2000s,286.0
2000s,287.0
2000s,288.0
2000s,290.0
2000s,291.0
2000s,291.0
2000s,292.0
2000s,292.0
2000s,293.0
2000s,293.0
2000s,293.0
2000s,295.0
2000s,296.0
2000s,296.0
2000s,296.0
2000s,297.0
2000s,298.0
2000s,299.0
2000s,299.0
2000s,300.0
2000s,301.0
2000s,301.0
2000s,302.0
2000s,305.0
2000s,307.0
2000s,310.0
2000s,311.0
2000s,311.0
2000s,313.0
2000s,315.0
2000s,315.0
2000s,315.0
2000s,315.0
2000s,315.0
2000s,316.0
2000s,317.0
2000s,319.0
2000s,321.0
2000s,321.0
2000s,322.0
2000s,322.0
2000s,323.0
2000s,323.0
2000s,324.0
2000s,325.0
2000s,326.0
2000s,326.0
2000s,326.0
2000s,326.0
2000s,330.0
2000s,331.0
2000s,331.0
2000s,331.0
2000s,331.0
2000s,332.0
2000s,334.0
2000s,335.0
2000s,336.0
2000s,336.0
2000s,337.0
2000s,340.0
2000s,341.0
2000s,341.0
2000s,341.0
2000s,345.0
2000s,346.0
2000s,346.0
2000s,348.0
2000s,348.0
2000s,348.0
2000s,350.0
2000s,351.0
2000s,351.0
2000s,352.0
2000s,353.0
2000s,354.0
2000s,354.0
2000s,355.0
2000s,357.0
2000s,359.0
2000s,360.0
2000s,360.0
2000s,360.0
2000s,361.0
2000s,362.0
2000s,364.0
2000s,364.0
2000s,364.0
2000s,364.0
2000s,365.0
2000s,366.0
2000s,366.0
2000s,366.0
2000s,366.0
2000s,367.0
2000s,368.0
2000s,368.0
2000s,369.0
2000s,371.0
2000s,371.0
2000s,373.0
2000s,373.0
2000s,375.0
2000s,375.0
2000s,375.0
2000s,378.0
2000s,378.0
2000s,378.0
2000s,379.0
2000s,380.0
2000s,380.0
2000s,382.0
2000s,382.0
2000s,383.0
2000s,384.0
2000s,385.0
2000s,386.0
2000s,386.0
2000s,387.0
2000s,387.0
2000s,387.0
2000s,387.0
2000s,387.0
2000s,387.0
2000s,388.0
2000s,389.0
2000s,390.0
2000s,390.0
2000s,392.0
2000s,392.0
2000s,392.0
2000s,393.0
2000s,394.0
2000s,394.0
2000s,395.0
2000s,398.0
2000s,400.0
2000s,400.0
2000s,401.0
2000s,401.0
2000s,401.0
2000s,401.0
2000s,403.0
2000s,403.0
2000s,406.0
2000s,406.0
2000s,407.0
2000s,410.0
2000s,411.0
2000s,412.0
2000s,412.0
2000s,413.0
2000s,414.0
2000s,415.0
2000s,416.0
2000s,420.0
2000s,420.0
2000s,420.0
2000s,420.0
2000s,422.0
2000s,423.0
2000s,425.0
2000s,426.0
2000s,427.0
2000s,427.0
2000s,428.0
2000s,428.0
2000s,430.0
2000s,431.0
2000s,433.0
2000s,433.0
2000s,434.0
2000s,434.0
2000s,435.0
2000s,437.0
2000s,437.0
2000s,438.0
2000s,439.0
2000s,440.0
2000s,441.0
2000s,443.0
2000s,444.0
2000s,445.0
2000s,445.0
2000s,445.0
2000s,447.0
2000s,447.0
2000s,448.0
2000s,448.0
2000s,449.0
2000s,450.0
2000s,450.0
2000s,450.0
2000s,451.0
2000s,454.0
2000s,456.0
2000s,456.0
2000s,460.0
2000s,462.0
2000s,466.0
2000s,467.0
2000s,468.0
2000s,468.0
2000s,470.0
2000s,471.0
2000s,471.0
2000s,473.0
2000s,477.0
2000s,478.0
2000s,478.0
2000s,479.0
2000s,479.0
2000s,480.0
2000s,480.0
2000s,480.0
2000s,481.0
2000s,483.0
2000s,483.0
2000s,483.0
2000s,484.0
2000s,485.0
2000s,485.0
2000s,486.0
2000s,487.0
2000s,490.0
2000s,490.0
2000s,494.0
2000s,499.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,500.0
2000s,503.0
2000s,506.0
2000s,506.0
2000s,507.0
2000s,507.0
2000s,508.0
2000s,510.0
2000s,510.0
2000s,515.0
2000s,517.0
2000s,519.0
2000s,520.0
2000s,521.0
2000s,522.0
2000s,523.0
2000s,525.0
2000s,529.0
2000s,534.0
2000s,536.0
2000s,537.0
2000s,538.0
2000s,539.0
2000s,540.0
2000s,542.0
2000s,544.0
2000s,546.0
2000s,546.0
2000s,549.0
2000s,550.0
2000s,551.0
2000s,552.0
2000s,553.0
2000s,554.0
2000s,557.0
2000s,558.0
2000s,565.0
2000s,566.0
2000s,567.0
2000s,568.0
2000s,568.0
2000s,569.0
2000s,570.0
2000s,572.0
2000s,574.0
2000s,574.0
2000s,575.0
2000s,575.0
2000s,576.0
2000s,576.0
2000s,577.0
2000s,578.0
2000s,578.0
2000s,579.0
2000s,580.0
2000s,581.0
2000s,582.0
2000s,582.0
2000s,588.0
2000s,590.0
2000s,591.0
2000s,595.0
2000s,595.0
2000s,595.0
2000s,597.0
2000s,598.0
2000s,598.0
2000s,598.0
2000s,600.0
2000s,603.0
2000s,603.0
2000s,604.0
2000s,606.0
2000s,608.0
2000s,610.0
2000s,613.0
2000s,613.0
2000s,618.0
2000s,620.0
2000s,621.0
2000s,623.0
2000s,625.0
2000s,625.0
2000s,629.0
2000s,629.0
2000s,630.0
2000s,633.0
2000s,634.0
2000s,634.0
2000s,636.0
2000s,636.0
2000s,636.0
2000s,637.0
2000s,638.0
2000s,639.0
2000s,639.0
2000s,642.0
2000s,644.0
2000s,645.0
2000s,646.0
2000s,648.0
2000s,648.0
2000s,649.0
2000s,650.0
2000s,650.0
2000s,652.0
2000s,652.0
2000s,654.0
2000s,656.0
2000s,660.0
2000s,667.0
2000s,669.0
2000s,670.0
2000s,670.0
2000s,671.0
2000s,674.0
2000s,674.0
2000s,674.0
2000s,676.0
2000s,680.0
2000s,683.0
2000s,685.0
2000s,687.0
2000s,688.0
2000s,689.0
2000s,692.0
2000s,693.0
2000s,693.0
2000s,694.0
2000s,696.0
2000s,697.0
2000s,697.0
2000s,698.0
2000s,700.0
2000s,700.0
2000s,700.0
2000s,700.0
2000s,701.0
2000s,702.0
2000s,704.0
2000s,704.0
2000s,705.0
2000s,705.0
2000s,705.0
2000s,705.0
2000s,705.0
2000s,706.0
2000s,706.0
2000s,707.0
2000s,708.0
2000s,709.0
2000s,709.0
2000s,712.0
2000s,714.0
2000s,716.0
2000s,717.0
2000s,719.0
2000s,720.0
2000s,720.0
2000s,723.0
2000s,724.0
2000s,724.0
2000s,726.0
2000s,729.0
2000s,730.0
2000s,731.0
2000s,732.0
2000s,737.0
2000s,740.0
2000s,752.0
2000s,754.0
2000s,757.0
2000s,763.0
2000s,769.0
2000s,771.0
2000s,778.0
2000s,779.0
2000s,781.0
2000s,784.0
2000s,785.0
2000s,788.0
2000s,790.0
2000s,792.0
2000s,794.0
2000s,794.0
2000s,798.0
2000s,800.0
2000s,800.0
2000s,803.0
2000s,804.0
2000s,805.0
2000s,808.0
2000s,809.0
2000s,809.0
2000s,810.0
2000s,810.0
2000s,811.0
2000s,815.0
2000s,827.0
2000s,830.0
2000s,832.0
2000s,833.0
2000s,834.0
2000s,839.0
2000s,843.0
2000s,845.0
2000s,848.0
2000s,850.0
2000s,861.0
2000s,861.0
2000s,871.0
2000s,871.0
2000s,872.0
2000s,872.0
2000s,877.0
2000s,884.0
2000s,887.0
2000s,890.0
2000s,893.0
2000s,902.0
2000s,904.0
2000s,909.0
2000s,913.0
2000s,913.0
2000s,914.0
2000s,920.0
2000s,921.0
2000s,929.0
2000s,931.0
2000s,956.0
2000s,957.0
2000s,957.0
2000s,969.0
2000s,974.0
2000s,976.0
2000s,977.0
2000s,979.0
2000s,982.0
2000s,982.0
2000s,982.0
2000s,986.0
2000s,996.0
2000s,996.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1000.0
2000s,1002.0
2000s,1004.0
2000s,1012.0
2000s,1012.0
2000s,1017.0
2000s,1019.0
2000s,1025.0
2000s,1033.0
2000s,1037.0
2000s,1040.0
2000s,1045.0
2000s,1060.0
2000s,1066.0
2000s,1069.0
2000s,1070.0
2000s,1076.0
2000s,1080.0
2000s,1080.0
2000s,1084.0
2000s,1089.0
2000s,1090.0
2000s,1092.0
2000s,1096.0
2000s,1100.0
2000s,1100.0
2000s,1137.0
2000s,1153.0
2000s,1154.0
2000s,1168.0
2000s,1174.0
2000s,1180.0
2000s,1184.0
2000s,1196.0
2000s,1200.0
2000s,1200.0
2000s,1201.0
2000s,1211.0
2000s,1245.0
2000s,1250.0
2000s,1279.0
2000s,1294.0
2000s,1302.0
2000s,1305.0
2000s,1310.0
2000s,1325.0
2000s,1326.0
2000s,1339.0
2000s,1357.0
2000s,1381.0
2000s,1388.0
2000s,1388.0
2000s,1408.0
2000s,1430.0
2000s,1437.0
2000s,1449.0
2000s,1456.0
2000s,1471.0
2000s,1483.0
2000s,1487.0
2000s,1500.0
2000s,1505.0
2000s,1538.0
2000s,1575.0
2000s,1600.0
2000s,1616.0
2000s,1625.0
2000s,1657.0
2000s,1679.0
2000s,1690.0
2000s,1747.0
2000s,1757.0
2000s,1800.0
2000s,1835.0
2000s,1849.0
2000s,1868.0
2000s,1876.0
2000s,1877.0
2000s,1884.0
2000s,2000.0
2000s,2000.0
2000s,2000.0
2000s,2017.0
2000s,2058.0
2000s,2126.0
2000s,2126.0
2000s,2216.0
2000s,2236.0
2000s,2358.0
2000s,2455.0
2000s,2792.0
2000s,2846.0
2000s,2899.0
2000s,3115.0
2000s,3260.0
2000s,3428.0
2000s,3460.0
2000s,3807.0
2000s,5195.0
2000s,5461.0
2000s,5922.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,4.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,5.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,6.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,7.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,8.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
2010s,9.0
